Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Kevin Comer,Astros,0,0,4.6,0,1,0,1,1,1,0,1,0,1.43,8.7,4.2,4.68,0,0,999,sa597802
Sam Runion,Nationals,0,0,4.58,0,1,0,1,1,1,0,1,0,1.42,7.41,3.56,4.68,0,0,999,sa390308
Mike Minor,Rangers,7,7,4.7,21,21,0,120,118,63,20,117,48,1.38,8.78,3.57,4.68,1.3,1.4,287.6,10021
Kyle Zimmer,Royals,2,2,4.6,2,27,0,34,33,18,5,31,15,1.41,8.24,3.93,4.68,0,0.1,999,sa621583
Wil Ledezma,,0,0,4.39,0,1,0,1,1,0,0,1,1,1.51,8.11,4.91,4.68,0,0,999,1669
Pat Misch,Marlins,0,0,4.65,0,0,0,1,1,1,0,1,0,1.45,6.4,3.31,4.68,0,0,999,5909
Zack Dodson,Pirates,0,0,4.62,0,0,0,1,1,1,0,1,0,1.43,5.74,2.87,4.68,0,0,999,sa501219
Michael Johnson,Dodgers,0,0,4.39,0,1,0,1,1,0,0,1,0,1.4,8.39,4.05,4.68,0,0,999,sa709717
Kevin Siegrist,Phillies,0,0,4.46,0,1,0,1,1,0,0,1,0,1.41,9.52,4.48,4.68,0,0,999,8180
Evan Rutckyj,Yankees,0,0,4.42,0,1,0,1,1,0,0,1,0,1.46,8.57,4.46,4.68,0,0,999,sa549263
Blake Logan,Marlins,0,0,4.74,0,0,0,1,1,1,0,1,0,1.43,7.62,3.68,4.68,0,0,999,sa658236
Kyle Lloyd,Padres,0,0,4.62,0,0,0,1,1,1,0,1,0,1.43,7.27,3.58,4.69,0,0,999,15378
Lou Trivino,Athletics,0,1,4.56,0,10,0,10,10,5,1,8,5,1.49,7.15,4.24,4.69,0,0,999,sa737939
Yimmi Brasoban,Padres,0,0,4.49,0,1,0,1,1,0,0,1,1,1.49,8.1,4.68,4.69,0,0,999,sa598120
Adam Loewen,Diamondbacks,0,0,4.32,0,1,0,1,1,0,0,1,1,1.56,9.54,6.13,4.69,0,0,999,2134
Rafael De Paula,Reds,0,0,4.53,0,1,0,1,1,1,0,1,0,1.37,9.37,4.02,4.69,0,0,999,sa657482
Neal Cotts,Twins,0,0,4.53,0,1,0,1,1,1,0,1,0,1.39,8.1,3.75,4.69,0,0,999,1797
C.J. Wilson,Angels,0,0,4.45,0,0,0,1,1,0,0,1,0,1.42,7.35,3.85,4.69,0,0,999,3580
Ariel Pena,Brewers,0,0,4.65,0,1,0,1,1,1,0,1,0,1.44,9.54,4.5,4.69,0,0,999,10240
Hoby Milner,Phillies,2,2,4.42,0,35,0,35,35,17,5,30,14,1.39,7.71,3.47,4.69,0,0,999,13346
Kevin Chapman,Astros,0,0,4.53,0,1,0,1,1,1,0,1,0,1.44,8.45,4.23,4.69,0,0,999,11240
Joseph Colon,Indians,0,0,4.52,0,1,0,1,1,1,0,1,0,1.43,8.57,4.33,4.69,0,0,999,4920
Zach Davies,Brewers,9,12,4.84,29,29,0,176,198,95,26,128,55,1.44,6.55,2.81,4.69,1.8,1.2,296,13183
Ryan Thompson,Astros,0,0,4.63,0,1,0,1,1,1,0,1,0,1.42,6.88,3.27,4.69,0,0,999,sa829336
Henry Hirsch,Pirates,0,0,4.64,0,1,0,1,1,1,0,1,0,1.48,7.39,4.06,4.69,0,0,999,sa738275
Tyler Warmoth,Angels,0,0,4.41,0,1,0,1,1,0,0,1,0,1.4,7.62,3.85,4.69,0,0,999,sa919526
Hansel Robles,Mets,2,2,4.56,0,40,0,40,37,20,6,41,19,1.4,9.14,4.22,4.69,-0.1,-0.2,673.5,11801
Matt Murray,Royals,0,0,4.67,0,1,0,1,1,1,0,1,0,1.49,6.57,3.78,4.69,0,0,999,sa578194
Tim Shibuya,Dodgers,0,0,4.56,0,0,0,1,1,1,0,1,0,1.37,5.56,2.36,4.69,0,0,999,sa580380
Ryan Buchter,Royals,2,3,4.45,0,55,1,55,50,27,8,55,26,1.38,8.97,4.21,4.69,-0.1,0.2,684.4,9456
David Carpenter,Nationals,0,0,4.66,0,1,0,1,1,1,0,1,0,1.41,8,3.65,4.7,0,0,999,3959
Corey Littrell,Cardinals,0,0,4.43,0,1,0,1,1,0,0,1,0,1.46,7.17,4.01,4.7,0,0,999,sa550166
Maikel Cleto,White Sox,0,0,4.51,0,1,0,1,1,1,0,1,1,1.44,9.97,4.98,4.7,0,0,999,5529
Tyler Mahle,Reds,6,7,4.65,19,19,0,110,111,57,18,97,36,1.34,7.98,2.94,4.7,1.1,0.9,407.9,16358
Paul Voelker,Tigers,0,0,4.55,0,1,0,1,1,1,0,1,0,1.4,8.42,3.98,4.7,0,0,999,sa829176
Clay Buchholz,Phillies,0,0,4.64,0,0,0,1,1,1,0,1,0,1.39,7.27,3.13,4.7,0,0,999,3543
Andrew Bellatti,Rays,0,0,4.5,0,1,0,1,1,0,0,1,0,1.39,8.23,3.87,4.7,0,0,999,10657
Dillon Gee,Twins,0,0,4.7,0,1,0,1,1,1,0,1,0,1.34,7.04,2.44,4.7,0,0,735,7396
Elieser Hernandez,Marlins,0,1,4.58,0,10,0,10,10,5,1,9,5,1.43,8.06,4.22,4.7,0,0,999,sa658203
R.A. Dickey,Braves,0,0,4.57,0,0,0,1,1,1,0,1,0,1.4,6.98,3.2,4.7,0,0,684.9,1245
John Fasola,Rangers,0,0,4.71,0,1,0,1,1,1,0,1,0,1.42,7.99,3.64,4.7,0,0,999,sa550022
Josh Taylor,Diamondbacks,0,0,4.56,0,0,0,1,1,1,0,1,0,1.49,7.12,4.1,4.7,0,0,999,sa842224
Jeff Manship,Indians,0,0,4.58,0,1,0,1,1,1,0,1,0,1.45,7.48,3.89,4.7,0,0,999,6865
Dale Thayer,Padres,0,0,4.7,0,1,0,1,1,1,0,1,0,1.4,7.68,3.44,4.7,0,0,999,5032
Blaine Boyer,,0,1,4.68,0,10,0,10,11,5,1,7,4,1.44,6.57,3.25,4.71,0,-0.1,999,2237
Ben Taylor,Red Sox,0,0,4.7,0,10,0,10,10,5,2,9,4,1.41,8.31,3.85,4.71,0,0,999,18114
Tommy Milone,Mets,0,0,4.57,0,0,0,1,1,1,0,1,0,1.33,7.07,2.44,4.71,0,0,999,7608
Ian Gibaut,Rays,0,0,4.46,0,1,0,1,1,0,0,1,0,1.42,8.6,4.39,4.71,0,0,999,sa857671
Zac Gallen,Marlins,0,1,4.74,2,2,0,9,10,5,1,7,3,1.41,6.62,3.09,4.71,0.1,0.1,678.5,sa857550
Jeff Ferrell,Tigers,0,0,4.51,0,1,0,1,1,1,0,1,0,1.36,7.88,3.42,4.71,0,0,999,11506
Alexi Ogando,Braves,0,0,4.61,0,1,0,1,1,1,0,1,1,1.49,8.38,4.71,4.71,0,0,999,10261
Brandon Woodruff,Brewers,8,11,4.82,26,36,0,161,168,86,25,140,59,1.41,7.85,3.3,4.71,1.5,1.1,378.8,16162
Carlos Fisher,,0,0,4.58,0,1,0,1,1,1,0,1,1,1.48,8.78,4.81,4.71,0,0,999,9832
Casey Janssen,Nationals,0,0,4.69,0,1,0,1,1,1,0,1,0,1.39,6.93,2.88,4.71,0,0,999,7355
Brian Matusz,Cubs,0,0,4.46,0,1,0,1,1,0,0,1,0,1.38,8.27,3.78,4.71,0,0,999,2646
Mark Lamm,Braves,0,0,4.62,0,1,0,1,1,1,0,1,0,1.47,7.49,4.06,4.71,0,0,999,sa545076
Jose Rosario,Cubs,0,0,4.51,0,1,0,1,1,1,0,1,0,1.47,7.78,4.37,4.71,0,0,999,sa506730
Cory Taylor,Giants,0,0,4.55,0,0,0,1,1,1,0,1,0,1.49,6.63,4.18,4.71,0,0,999,sa875205
Jon Perrin,Brewers,0,0,4.83,0,0,0,1,1,1,0,1,0,1.38,7.02,2.54,4.71,0,0,999,sa829664
Marcos Molina,Mets,0,0,4.68,0,0,0,1,1,1,0,1,0,1.4,7.07,3.12,4.71,0,0,999,sa657917
Brian Wilson,Dodgers,0,0,4.49,0,1,0,1,1,0,0,1,0,1.45,8.35,4.42,4.71,0,0,999,6485
Jace Fry,White Sox,1,2,4.43,0,30,0,30,29,15,4,28,16,1.52,8.3,4.93,4.71,0,0,999,16159
J.B. Wendelken,Athletics,0,0,4.63,0,1,0,1,1,1,0,1,0,1.42,8.76,4.28,4.71,0,0,999,14506
Jaime Schultz,Rays,2,2,4.52,5,5,0,28,25,14,4,28,15,1.46,9.08,4.98,4.71,0.2,0.3,714.7,sa708975
Karch Kowalczyk,Dodgers,0,0,4.46,0,1,0,1,1,0,0,1,0,1.48,6.92,4.14,4.71,0,0,999,sa829792
Ben Griset,Mets,0,0,4.46,0,1,0,1,1,0,0,1,0,1.48,7.96,4.45,4.72,0,0,999,sa550008
Tyler Ihrig,Cubs,0,0,4.45,0,1,0,1,1,0,0,1,0,1.43,7.16,3.72,4.72,0,0,999,sa738252
Nestor Cortes,Orioles,0,0,4.5,0,10,0,10,10,5,2,10,4,1.33,8.91,3.36,4.72,0,0.1,999,sa738684
Tyler Clippard,,0,0,4.57,0,10,0,10,9,5,2,10,4,1.36,9.18,4.04,4.72,0,0,745,5640
Blaine Howell,Reds,0,0,4.5,0,1,0,1,1,0,0,1,0,1.45,8.12,4.13,4.72,0,0,999,sa328243
Samuel Deduno,Astros,0,0,4.76,0,1,0,1,1,1,0,1,0,1.52,7.2,4.19,4.72,0,0,999,5285
Bryan Harper,Nationals,0,0,4.49,0,1,0,1,1,0,0,1,0,1.45,7.89,4.21,4.72,0,0,999,sa549768
James Needy,Marlins,0,1,4.76,2,2,0,9,10,5,1,7,4,1.45,6.86,3.58,4.72,0.1,0.1,999,sa501496
Sandy Alcantara,Marlins,2,2,4.64,5,15,0,38,37,19,5,33,20,1.51,7.82,4.7,4.72,0.2,0.1,534.4,18684
Pablo Lopez,Marlins,0,1,4.76,2,2,0,9,10,5,1,6,3,1.44,5.46,2.84,4.72,0.1,0.1,999,sa736473
Forrest Whitley,Astros,0,0,4.71,0,0,0,1,1,1,0,1,0,1.41,9.09,4.12,4.72,0,0,596.5,sa917930
Andrew Thome,Astros,0,0,4.59,0,1,0,1,1,1,0,1,0,1.51,6.4,3.96,4.72,0,0,999,sa827462
Forrest Snow,Brewers,0,0,4.77,0,1,0,1,1,1,0,1,0,1.37,8.76,3.39,4.72,0,0,999,sa549462
Edwin Quirarte,,0,0,4.56,0,1,0,1,1,1,0,1,0,1.46,6.88,3.79,4.72,0,0,999,sa454556
CC Sabathia,Yankees,9,8,4.65,24,24,0,138,146,71,22,113,49,1.4,7.36,3.16,4.72,1.5,1.4,363.7,404
Logan Taylor,Mets,0,0,4.59,0,1,0,1,1,1,0,1,0,1.5,7.57,4.4,4.72,0,0,999,sa658168
Casey Fien,Phillies,0,0,4.65,0,1,0,1,1,1,0,1,0,1.32,7.97,2.74,4.72,0,0,999,3926
Robby Scott,Red Sox,2,2,4.53,0,40,0,40,40,20,6,34,15,1.36,7.75,3.35,4.72,-0.1,0.2,999,13042
Preston Morrison,Cubs,0,0,4.6,0,0,0,1,1,1,0,1,0,1.44,6.68,3.53,4.73,0,0,999,sa827432
Alfredo Simon,,0,1,4.69,0,10,0,10,11,5,1,8,3,1.4,6.92,3.05,4.73,0,-0.1,999,2155
Mark Leiter,Phillies,6,7,4.71,19,19,0,110,112,58,18,95,39,1.37,7.77,3.17,4.73,1.1,0.8,563.9,15551
Jose Cisnero,Astros,0,0,4.69,0,1,0,1,1,1,0,1,0,1.44,8.79,4.28,4.73,0,0,999,6399
Brandon Mann,Athletics,0,0,4.55,0,1,0,1,1,1,0,1,0,1.46,7.95,4.27,4.73,0,0,999,sa202622
Joe Blanton,,0,1,4.72,0,10,0,10,10,5,2,9,3,1.37,7.91,3.07,4.73,0,-0.1,999,4849
Brian Clark,White Sox,0,0,4.46,0,1,0,1,1,0,0,1,0,1.47,7.46,4.07,4.73,0,0,999,sa827463
Sam Bragg,Athletics,0,0,4.63,0,1,0,1,1,1,0,1,0,1.42,7.26,3.56,4.73,0,0,999,sa738235
Spencer Turnbull,Tigers,0,1,4.59,0,10,0,10,10,5,1,8,4,1.45,7.04,3.76,4.73,0,0,999,sa827481
Jharel Cotton,Athletics,9,10,4.7,26,26,0,151,151,79,25,133,56,1.37,7.95,3.33,4.73,1.2,1.3,413.6,13654
Hiroki Kuroda,Yankees,0,0,4.71,0,0,0,1,1,1,0,1,0,1.34,6.36,2.06,4.73,0,0,999,3283
Jordan Lyles,Padres,6,8,4.77,19,29,0,116,125,62,16,87,46,1.47,6.74,3.57,4.73,0.7,0.3,679,7593
Taylor Lewis,Braves,0,0,4.64,0,1,0,1,1,1,0,1,0,1.5,7.64,4.43,4.73,0,0,999,sa829839
Ryan Brinley,Nationals,0,0,4.63,0,1,0,1,1,1,0,1,0,1.4,7.06,3.22,4.73,0,0,999,sa875871
T.J. House,Blue Jays,0,0,4.58,0,1,0,1,1,1,0,1,0,1.47,7.3,4.03,4.73,0,0,999,9121
Everett Teaford,Rays,0,0,4.42,0,1,0,1,1,0,0,1,0,1.4,6.85,3.37,4.73,0,0,999,3732
Lance Lynn,,8,9,4.67,26,26,0,150,153,78,22,126,60,1.42,7.6,3.64,4.73,1.3,1.4,212,2520
Jackson Stephens,Reds,3,3,4.62,5,30,0,52,53,27,9,45,19,1.37,7.82,3.2,4.74,0.2,0.2,999,14420
Gus Schlosser,Braves,0,0,4.68,0,1,0,1,1,1,0,1,0,1.45,7.03,3.62,4.74,0,0,999,12321
Deunte Heath,White Sox,0,0,4.59,0,1,0,1,1,1,0,1,1,1.43,9.46,4.61,4.74,0,0,999,7371
Donnie Hart,Orioles,2,2,4.6,0,45,0,45,48,23,6,34,16,1.43,6.83,3.25,4.74,0,0,999,15306
Ryan Weber,Mariners,0,0,4.75,0,0,0,1,1,1,0,1,0,1.42,5.26,2.41,4.74,0,0,999,10160
Joan Gregorio,Giants,1,1,4.54,3,3,0,18,17,9,3,16,8,1.4,7.99,4.13,4.74,0.1,0.1,999,sa547815
Chase Anderson,Brewers,9,11,4.9,29,29,0,168,175,91,30,155,55,1.37,8.31,2.97,4.74,1.7,1.2,164.5,6895
Lay Batista,Marlins,0,0,4.66,0,1,0,1,1,1,0,1,1,1.52,7.92,4.83,4.74,0,0,999,sa505283
Brandon Cunniff,Braves,0,0,4.61,0,1,0,1,1,1,0,1,1,1.5,8.62,4.94,4.74,0,0,999,11509
Jonathan Aro,Mariners,0,0,4.57,0,1,0,1,1,1,0,1,0,1.34,8.19,3.29,4.74,0,0,999,14699
Cody Hebner,Padres,0,0,4.6,0,1,0,1,1,1,0,1,1,1.52,8.7,5.13,4.74,0,0,999,sa597962
Miguel Diaz,Padres,1,2,4.66,2,27,0,34,33,18,5,31,16,1.45,8.21,4.2,4.74,0,-0.1,999,18815
Nestor Molina,,0,0,4.67,0,0,0,1,1,1,0,1,0,1.4,6.87,3.11,4.74,0,0,999,sa503616
Trey Nielsen,Cardinals,0,0,4.71,0,1,0,1,1,1,0,1,0,1.46,6.35,3.38,4.74,0,0,999,sa550155
Tejay Antone,Reds,0,0,4.67,0,0,0,1,1,1,0,1,0,1.43,6.11,2.92,4.74,0,0,999,sa658534
Cesar Vargas,Padres,0,0,4.67,0,0,0,1,1,1,0,1,0,1.5,7.55,4.38,4.74,0,0,999,14099
Chris Narveson,Marlins,0,0,4.53,0,1,0,1,1,1,0,1,0,1.41,7.02,3.56,4.74,0,0,999,2141
Zach Lee,Padres,0,0,4.73,0,0,0,1,1,1,0,1,0,1.45,6.6,3.39,4.74,0,0,999,11468
Scott Feldman,Reds,0,0,4.83,0,0,0,1,1,1,0,1,0,1.4,6.86,2.87,4.75,0,0,686.3,6283
Reinier Roibal,Phillies,0,0,4.66,0,1,0,1,1,1,0,1,0,1.36,7.86,3.13,4.75,0,0,999,sa553503
Randy Fontanez,Dodgers,0,0,4.63,0,0,0,1,1,1,0,1,0,1.41,7.3,3.47,4.75,0,0,999,sa549664
Manny Barreda,Braves,0,0,4.63,0,0,0,1,1,1,0,1,0,1.45,8.1,4.31,4.75,0,0,999,sa390658
John Lannan,Mets,0,0,4.56,0,1,0,1,1,1,0,1,0,1.43,5.55,2.81,4.75,0,0,999,7080
Josh Beckett,Dodgers,0,0,4.74,0,0,0,1,1,1,0,1,0,1.36,8,3.19,4.75,0,0,999,510
Lucas Luetge,Mariners,0,0,4.48,0,1,0,1,1,0,0,1,0,1.46,7.67,4.21,4.75,0,0,999,8337
Drew Storen,Reds,0,0,4.69,0,1,0,1,1,1,0,1,0,1.4,7.56,3.28,4.75,0,0,999,6983
Michael Kirkman,Brewers,0,0,4.68,0,1,0,1,1,1,0,1,1,1.53,8.49,4.79,4.75,0,0,999,9877
Casey Weathers,Indians,0,0,4.57,0,1,0,1,1,1,0,1,0,1.47,7.96,4.44,4.75,0,0,999,sa327842
Daniel Gossett,Athletics,1,1,4.74,2,2,0,9,10,5,1,7,3,1.44,6.71,3.32,4.75,0.1,0.1,651.7,16164
Matt Dermody,Blue Jays,2,2,4.64,0,35,0,35,37,18,6,28,11,1.37,7.13,2.94,4.75,0,0,999,14844
Ricky Nolasco,,9,11,4.82,29,29,0,166,179,89,27,129,50,1.38,7.03,2.71,4.75,1.4,1.2,682.7,3830
Trey Cochran-Gill,Athletics,0,0,4.65,0,1,0,1,1,1,0,1,0,1.54,6.69,4.35,4.75,0,0,999,sa827389
Esmerling De La Rosa,Marlins,0,0,4.65,0,1,0,1,1,1,0,1,0,1.45,7.66,4.09,4.75,0,0,999,sa550547
Jason Vargas,,8,9,4.67,24,24,0,136,144,71,22,105,43,1.37,6.94,2.82,4.75,1.1,1.2,454.8,8044
Jackson Zarubin,Angels,0,0,4.46,0,1,0,1,1,0,0,1,0,1.43,6.83,3.76,4.76,0,0,999,sa920248
Alex Muren,Twins,0,0,4.7,0,1,0,1,1,1,0,1,0,1.47,7.01,3.84,4.76,0,0,999,sa658181
Ronnie Shaban,Cardinals,0,0,4.67,0,1,0,1,1,1,0,1,0,1.43,7.15,3.62,4.76,0,0,999,sa577693
Kyle Ryan,Tigers,0,0,4.49,0,1,0,1,1,0,0,1,0,1.52,6.29,4.12,4.76,0,0,999,11753
Edgar Ibarra,Angels,0,0,4.39,0,1,0,1,1,0,0,1,0,1.44,7.87,4.35,4.76,0,0,999,5195
Dakota Hudson,Cardinals,0,0,4.72,0,0,0,1,1,1,0,1,0,1.52,5.66,3.62,4.76,0,0,999,sa738673
Austin Davis,Phillies,0,0,4.49,0,1,0,1,1,0,0,1,0,1.44,8.43,4.35,4.76,0,0,999,sa829035
Alex Burgos,Dodgers,0,0,4.44,0,1,0,1,1,0,0,1,0,1.46,7.56,4.21,4.76,0,0,999,sa548431
Tony Sipp,Astros,1,1,4.62,0,25,0,25,24,13,4,24,10,1.38,8.62,3.73,4.76,0,-0.1,999,8280
Jake Paulson,Reds,0,0,4.64,0,1,0,1,1,1,0,1,0,1.47,6.47,3.56,4.76,0,0,999,sa829444
Jordan Jankowski,Astros,0,0,4.65,0,1,0,1,1,1,0,1,1,1.45,9.73,4.85,4.76,0,0,999,13313
Ryan Butler,Padres,0,0,4.73,0,0,0,1,1,1,0,1,0,1.47,6.63,3.57,4.76,0,0,999,sa738201
Mark Ecker,Tigers,0,0,4.58,0,1,0,1,1,1,0,1,0,1.43,8.12,4.17,4.76,0,0,999,sa918000
Edgmer Escalona,Rockies,0,0,4.87,0,1,0,1,1,1,0,1,0,1.41,6.39,2.6,4.76,0,0,999,8574
Eric Carter,Cardinals,0,0,4.66,0,1,0,1,1,1,0,1,0,1.46,8.07,4.3,4.76,0,0,999,sa918629
Cody Ege,Angels,0,0,4.29,0,1,0,1,1,0,0,1,0,1.43,7.6,4.3,4.76,0,0,999,15928
Omar Bencomo,Marlins,0,0,4.79,0,0,0,1,1,1,0,1,0,1.39,6.95,3.05,4.76,0,0,999,sa503950
Marcus Walden,Red Sox,0,0,4.83,0,0,0,1,1,1,0,1,0,1.48,6.44,3.59,4.77,0,0,999,sa389195
Miguel Pena,,0,0,4.54,0,0,0,1,1,1,0,1,0,1.45,6.2,3.44,4.77,0,0,999,sa501449
Horacio Ramirez,,0,0,4.64,0,0,0,1,1,1,0,0,0,1.5,4.12,2.76,4.77,0,0,999,110
Arturo Reyes,Cardinals,0,0,4.72,0,0,0,1,1,1,0,1,0,1.44,6.56,3.36,4.77,0,0,999,sa739006
Mayckol Guaipe,Mariners,0,0,4.66,0,1,0,1,1,1,0,1,0,1.42,7.57,3.66,4.77,0,0,999,11663
Sam Selman,Royals,0,0,4.47,0,1,0,1,1,0,0,1,1,1.52,9.16,5.51,4.77,0,0,999,sa501758
Danny Farquhar,White Sox,2,2,4.58,0,45,0,45,43,23,7,43,21,1.42,8.67,4.13,4.77,0,0,999,8501
Scott Copeland,Blue Jays,0,0,4.8,0,0,0,1,1,1,0,1,0,1.48,6.38,3.53,4.77,0,0,999,10706
Domingo German,Yankees,2,2,4.69,5,5,0,28,27,14,5,26,11,1.38,8.31,3.56,4.77,0.3,0.3,721,17149
Andres Santiago,Braves,0,0,4.74,0,1,0,1,1,1,0,1,0,1.48,7.1,3.93,4.77,0,0,999,sa389212
Jose Castillo,Padres,0,1,4.51,0,10,0,10,10,5,1,9,5,1.5,8.07,4.75,4.77,0,0,999,sa739762
Kolby Allard,Braves,0,0,4.6,0,0,0,1,1,1,0,1,0,1.42,7.44,3.67,4.77,0,0,636.8,sa874245
Austin Voth,Nationals,4,4,4.69,8,28,0,66,69,34,10,51,26,1.44,6.91,3.49,4.77,0.3,0.3,999,sa621465
Aroni Nina,Padres,0,0,4.55,0,1,0,1,1,1,0,1,1,1.52,8.11,5.01,4.77,0,0,999,sa506381
Roy Merritt,,0,0,4.64,0,0,0,1,1,1,0,1,0,1.38,6.64,2.83,4.78,0,0,999,sa392227
Felix Doubront,Athletics,0,0,4.73,0,0,0,1,1,1,0,1,0,1.46,7.18,3.82,4.78,0,0,999,1478
Erasmo Ramirez,Mariners,7,8,4.78,23,23,0,126,135,67,20,98,39,1.38,6.95,2.8,4.78,0.9,0.8,455.3,10314
Rafael Soriano,Cubs,0,0,4.64,0,1,0,1,1,1,0,1,0,1.37,8.11,3.5,4.78,0,0,999,1100
Jose De La Torre,Red Sox,0,0,4.68,0,1,0,1,1,1,0,1,0,1.5,7.29,4.37,4.78,0,0,999,787
Trey Haley,Pirates,0,0,4.64,0,1,0,1,1,1,0,1,1,1.57,7.72,5.18,4.78,0,0,999,sa456039
David Huff,Angels,0,0,4.47,0,0,0,1,1,0,0,1,0,1.37,6.45,2.94,4.78,0,0,999,4257
Brady Feigl,Rangers,0,0,4.65,0,1,0,1,1,1,0,1,0,1.48,7.24,3.89,4.78,0,0,999,sa824867
Carlos Torres,Brewers,0,0,4.88,0,1,0,1,1,1,0,1,0,1.48,8.08,3.88,4.78,0,0,999,7624
Zach Neal,Athletics,0,0,4.79,0,1,0,1,1,1,0,1,0,1.35,4.7,1.49,4.78,0,0,999,11294
Jake Smith,Padres,0,0,4.59,0,1,0,1,1,1,0,1,1,1.47,8.82,4.83,4.78,0,0,999,14379
Cameron Gann,Diamondbacks,0,0,4.7,0,1,0,1,1,1,0,1,1,1.51,7.94,4.62,4.78,0,0,999,sa875845
J.P. Howell,Blue Jays,0,0,4.64,0,1,0,1,1,1,0,1,0,1.5,6.61,3.94,4.78,0,0,999,8245
Ben Meyer,Marlins,0,0,4.72,0,0,0,1,1,1,0,1,0,1.46,7.01,3.9,4.78,0,0,999,sa827392
Kevin McCarthy,Royals,1,2,4.74,0,30,0,30,33,16,4,20,12,1.49,5.95,3.53,4.78,-0.1,0,999,15240
Kyle Freeland,Rockies,9,10,4.91,24,49,0,160,180,87,22,116,60,1.5,6.51,3.39,4.78,1.5,1.8,535.4,16256
Mitch Lambson,Brewers,0,0,4.66,0,1,0,1,1,1,0,1,0,1.44,8.73,4.17,4.78,0,0,999,sa577012
Jason Wheeler,Twins,0,0,4.54,0,1,0,1,1,1,0,1,0,1.32,6.85,2.58,4.78,0,0,999,13128
Scott Lyman,Marlins,0,0,4.7,0,1,0,1,1,1,0,1,0,1.53,6.44,4.27,4.78,0,0,999,sa526467
Ramon Troncoso,White Sox,0,0,4.67,0,1,0,1,1,1,0,1,0,1.48,7.31,3.98,4.78,0,0,999,4685
Manny Delcarmen,,0,0,4.69,0,1,0,1,1,1,0,1,0,1.47,7.6,4.08,4.79,0,0,999,3180
Chad Sobotka,Braves,0,0,4.64,0,1,0,1,1,1,0,1,1,1.56,7.96,5.14,4.79,0,0,999,sa827407
Kyle Kaminska,Red Sox,0,0,4.86,0,1,0,1,1,1,0,1,0,1.41,6.96,3.06,4.79,0,0,999,sa392170
Adalberto Mejia,Twins,10,10,4.74,29,29,0,156,162,82,24,128,58,1.41,7.37,3.34,4.79,1.4,1.6,587,13188
Rayan Gonzalez,Rockies,0,1,4.89,0,10,0,10,10,5,1,9,5,1.55,8.02,4.62,4.79,0,0,999,sa455370
Isaac Sanchez,Mariners,0,0,4.64,0,1,0,1,1,1,0,1,0,1.46,7.46,4.01,4.79,0,0,999,sa552222
Tyler Cloyd,Mariners,0,0,4.7,0,1,0,1,1,1,0,1,0,1.39,7.19,3.15,4.79,0,0,999,8536
John Lackey,,9,11,4.92,29,29,0,172,182,94,30,142,53,1.37,7.44,2.75,4.79,1.4,1.1,449.6,1507
Mitchell Harris,Cardinals,0,0,4.74,0,1,0,1,1,1,0,1,0,1.45,7.28,3.75,4.79,0,0,999,4530
Seth Maness,Royals,0,0,4.8,0,1,0,1,1,1,0,1,0,1.46,5.18,2.67,4.79,0,0,999,12235
Matt Harvey,Mets,7,10,4.8,24,24,0,138,147,74,21,106,48,1.41,6.94,3.13,4.79,1,0.5,376.5,11713
Jeff Beliveau,Blue Jays,0,0,4.64,0,1,0,1,1,1,0,1,1,1.46,9.17,4.68,4.79,0,0,999,8504
Deck McGuire,Reds,0,0,4.68,0,1,0,1,1,1,0,1,0,1.35,8.67,3.38,4.79,0,0,999,11596
Seth Rosin,Phillies,0,0,4.72,0,1,0,1,1,1,0,1,0,1.42,7.49,3.48,4.79,0,0,999,10606
Jesse Hahn,Athletics,7,9,4.84,24,24,0,134,146,72,17,93,55,1.5,6.25,3.73,4.79,1,0.8,701.2,13287
Kanekoa Texeira,Braves,0,0,4.74,0,0,0,1,1,1,0,1,0,1.51,6.79,4.09,4.79,0,0,999,334
Quintin Torres-Costa,Brewers,0,0,4.66,0,1,0,1,1,1,0,1,1,1.52,9.24,5.14,4.79,0,0,999,sa876206
Vidal Nuno,Orioles,1,1,4.7,0,15,0,15,16,8,3,13,5,1.34,7.92,2.76,4.79,0,0,999,9674
Tyler Mapes,Nationals,0,0,4.81,0,0,0,1,1,1,0,1,0,1.48,5.39,3,4.79,0,0,999,sa603121
Josh Tomlin,Indians,6,6,4.81,16,16,0,92,104,49,18,66,15,1.28,6.43,1.44,4.79,0.8,0.8,467,9388
Christopher Rearick,Padres,0,0,4.59,0,1,0,1,1,1,0,1,0,1.5,7.69,4.46,4.8,0,0,999,11050
Chad Bell,Tigers,4,4,4.61,8,33,0,70,71,36,10,55,30,1.45,7.13,3.82,4.8,0.4,0.5,999,10297
Tim Crabbe,White Sox,0,0,4.68,0,1,0,1,1,1,0,1,0,1.46,8.19,4.25,4.8,0,0,999,sa501702
Antonio Senzatela,Rockies,4,5,5.04,13,13,0,73,81,41,11,59,27,1.47,7.26,3.33,4.8,0.8,0.8,659.7,15488
Austin House,Rockies,0,0,4.88,0,1,0,1,1,1,0,1,0,1.5,7.35,3.85,4.8,0,0,999,sa502193
Brennan Bernardino,Reds,0,0,4.52,0,1,0,1,1,1,0,1,1,1.49,8.11,4.57,4.8,0,0,999,sa829409
